date,venue,bands/0,bands/1,bands/2,bands/3,bands/4,bands/5,bands/6,bands/7,bands/8,bands/9,bands/10,bands/11,bands/12,bands/13,bands/14,bands/15,bands/16,bands/17
"Sep 10, 2006",1982,John Ralston,Along the Sidelines,Naked Love,Of Empires,,,,,,,,,,,,,,
"Sep 10, 2006",Backstage Lounge,Empty Fifth's open mike night,Bloody Sundays,,,,,,,,,,,,,,,,
"Sep 10, 2006",Club Red,Paul Schofield Blues Project,,,,,,,,,,,,,,,,,
"Sep 10, 2006",Common Grounds,Swinging Doors,,,,,,,,,,,,,,,,,
"Sep 11, 2006",Common Grounds,Karaoke,,,,,,,,,,,,,,,,,
"Sep 12, 2006",Atlantic,Grabass Charlestons,Billy Reese Peters,Ninja Gun,Young Livers,,,,,,,,,,,,,,
"Sep 12, 2006",Backstage Lounge,Free Karaoke,,,,,,,,,,,,,,,,,
"Sep 12, 2006",Common Grounds,Unlimited Edited with Alfredo,,,,,,,,,,,,,,,,,
"Sep 12, 2006",The Shamrock,DJ Esperanto,,,,,,,,,,,,,,,,,
"Sep 13, 2006",1982,Borealis,New Tomorrow,The Roaring Twenties,,,,,,,,,,,,,,,
"Sep 13, 2006",Club Red,Flying Turtles String Band,,,,,,,,,,,,,,,,,
"Sep 13, 2006",Common Grounds,Bass For Your Face with DJ Ale,,,,,,,,,,,,,,,,,
"Sep 13, 2006",Market Street Pub,Interstate North,Officer Flossie,Fick,,,,,,,,,,,,,,,
"Sep 13, 2006",The Side Bar,Handgun Honeybun,Band Marino,The Suave Promise,Kimball,,,,,,,,,,,,,,
"Sep 13, 2006",VooDoo Lounge,Trio de Janeiro,,,,,,,,,,,,,,,,,
"Sep 13, 2006",Wayward Council,Torche,Dead Friends,Religious as F*ck,Laserhead,,,,,,,,,,,,,,
"Sep 14, 2006",Abbey Road,Flickerstick,The Finals,Together at Last,Red is Recovery,,,,,,,,,,,,,,
"Sep 14, 2006",Backstage Lounge,The Defiant,Dirty Hammock,Thoreau,Bacon Machine,Sand Ass,,,,,,,,,,,,,
"Sep 14, 2006",Club Red,Dedalus,Klarc Shepard,,,,,,,,,,,,,,,,
"Sep 14, 2006",Common Grounds,Will Hoge,Colourslide,On The Porch: Bambu & Friends,,,,,,,,,,,,,,,
"Sep 15, 2006",1982,Adam's Out,Funkatron,The Patrick McDuffy AllStars,Umoja Orchestra,,,,,,,,,,,,,,
"Sep 15, 2006",Abbey Road,Hank Williams III,Bob Wayne and the Outlaw Carnies,,,,,,,,,,,,,,,,
"Sep 15, 2006",Atlantic,Pung,Tim Version,New Bruises,the Monikers,Rymodee from TBIAPB,,,,,,,,,,,,,
"Sep 15, 2006",Backstage Lounge,Big Oil,After The Crash,Super swamper,Overlord,S.O.T.W.,Blacksnake,,,,,,,,,,,,
"Sep 15, 2006",Common Grounds,The Beat Buttons,Cyne,Averkiou,On The Porch: Commercial Free Fridays with Brazil,,,,,,,,,,,,,,
"Sep 15, 2006",Downtown Plaza,Leadon Family,,,,,,,,,,,,,,,,,
"Sep 15, 2006",Emeralds,Crooked Counsel,,,,,,,,,,,,,,,,,
"Sep 15, 2006",The Pontiac Tavern,Patricia Borzych Trio,,,,,,,,,,,,,,,,,
"Sep 15, 2006",The Side Bar,The Shitty Beatles,Venice is Sinking,The Grenadines,,,,,,,,,,,,,,,
"Sep 15, 2006",UF - REVE,UnBalanced Connection 36: Neutrino Noise,On*tic,humans need lumens,,,,,,,,,,,,,,,
"Sep 16, 2006",Atlantic,The Spam Allstars,,,,,,,,,,,,,,,,,
"Sep 16, 2006",Backstage Lounge,Core,Wooden Rooster,,,,,,,,,,,,,,,,
"Sep 16, 2006",Club Red,Electronic SubSouth 16,Disembodied Voices,Uh-Oh Spades!,Yip-Yip,,,,,,,,,,,,,,
"Sep 16, 2006",Common Grounds,Daughters,Russian Circles,Religious As Fuck,,,,,,,,,,,,,,,
"Sep 16, 2006",Emeralds,Crooked Counsel,,,,,,,,,,,,,,,,,
"Sep 16, 2006",The Shamrock,Nim Sum,Liquid Limbs,,,,,,,,,,,,,,,,
"Sep 16, 2006",The Side Bar,Apollo Quartet,The Ones to Blame,Two Finger Suicide,,,,,,,,,,,,,,,
"Sep 16, 2006",Tim and Terry's,shugE,Rio de la Muerte,Chico,,,,,,,,,,,,,,,
"Sep 17, 2006",Backstage Lounge,Empty Fifth jam session,Bloody Sundays,,,,,,,,,,,,,,,,
"Sep 17, 2006",Club Red,North Central Florida Blues Society monthly jam,Unusual Suspects Blues Band,,,,,,,,,,,,,,,,
"Sep 17, 2006",Common Grounds,Swinging Doors,,,,,,,,,,,,,,,,,
"Sep 18, 2006",Common Grounds,Less Than Jake,Catch 22,The Loved Ones,New Mexican Disaster Squad,,,,,,,,,,,,,,
"Sep 18, 2006",The Shamrock,MicrowaveWindows,,,,,,,,,,,,,,,,,
"Sep 19, 2006",Atlantic,Valient Thorr,Frozen Cobra,,,,,,,,,,,,,,,,
"Sep 19, 2006",Backstage Lounge,Free Karaoke - $3 liquors,,,,,,,,,,,,,,,,,
"Sep 19, 2006",Common Grounds,Less Than Jake,Catch 22,The Loved Ones,New Mexican Disaster Squad,,,,,,,,,,,,,,
"Sep 19, 2006",The Side Bar,Grand Buffet,iOh No! and the Tiger Pit,Dedalus,,,,,,,,,,,,,,,
"Sep 20, 2006",1982,Hopesick,Arm the Poor,Hooray Beer,Vincent Valentine,,,,,,,,,,,,,,
"Sep 20, 2006",Abbey Road,Reverend Horton Heat,The Horrorpops,,,,,,,,,,,,,,,,
"Sep 20, 2006",Backstage Lounge,Stevie 'B' and his Boat,Cloven Skies,The Love Drags,,,,,,,,,,,,,,,
"Sep 20, 2006",Common Grounds,Ohmega Watts,Crackatronik,Beneath Autumn Sky,,,,,,,,,,,,,,,
"Sep 20, 2006",VooDoo Lounge,Trio de Janeiro,,,,,,,,,,,,,,,,,
"Sep 21, 2006",Backstage Lounge,Lepra Negra,Hospitals on the moon,Empty Fifth,Modern Skirts,,,,,,,,,,,,,,
"Sep 21, 2006",Club Red,Klarc Shepard,Dedalus,,,,,,,,,,,,,,,,
"Sep 21, 2006",Common Grounds,The Fueled By Ramen Tour,Paramore,Cute Is What We Aim For,Hits The Lights,This Providence,Early Show - Doors at 7,,,,,,,,,,,,
"Sep 21, 2006",Stephen C. O'Connell Center,Tom Petty,The Strokes,,,,,,,,,,,,,,,,
"Sep 22, 2006",Backstage Lounge,Gettin Deep,Westz,,,,,,,,,,,,,,,,
"Sep 22, 2006",Common Grounds,Relapse Records Contamination Tour,facedowninshit,Unearthly Trance,Fuck The Facts,,,,,,,,,,,,,,
"Sep 22, 2006",Downtown Plaza,Quartermoon,,,,,,,,,,,,,,,,,
"Sep 22, 2006",Emeralds,V Six,,,,,,,,,,,,,,,,,
"Sep 22, 2006",Hogan's Heroes,Steve Slocum,,,,,,,,,,,,,,,,,
"Sep 22, 2006",House Party,Cara del Gato,The Monistats,No More,,,,,,,,,,,,,,,
"Sep 22, 2006",The Pontiac Tavern,Omi Ajamu Trio/ Quartet,,,,,,,,,,,,,,,,,
"Sep 22, 2006",The Side Bar,Soulphonics (formerly The Elements),Voice of the People,,,,,,,,,,,,,,,,
"Sep 23, 2006",1982,*Early Show* Across Five Aprils,Crash Romeo,Battle!,Alesana,Ten Falls North,*Late Show*,The Dauntless,Modern Skirts,The Young Professionals,la peche,,,,,,,,
"Sep 23, 2006",Backstage Lounge,SPoTLuCy,Dynamite Charade,Thunderalley,Vocal Drop,,,,,,,,,,,,,,
"Sep 23, 2006",Common Grounds,Mason Jennings,Jennifer O'Conner,,,,,,,,,,,,,,,,
"Sep 23, 2006",Emeralds,V Six,,,,,,,,,,,,,,,,,
"Sep 23, 2006",The Shamrock,Oriflamme,The Ones to Blame,Chicken L�v,,,,,,,,,,,,,,,
"Sep 23, 2006",The Side Bar,Alphabet City,... and this is my odyssey,Barnacles,Officer Flossie,,,,,,,,,,,,,,
"Sep 23, 2006",Wild Iris Books,Marce,,,,,,,,,,,,,,,,,
"Sep 24, 2006",1982,Peelander-Z,Padded Cell,Indian Teeth,,,,,,,,,,,,,,,
"Sep 24, 2006",Backstage Lounge,Empty Fifth's open mike night,,,,,,,,,,,,,,,,,
"Sep 24, 2006",Club Red,Used Blues,,,,,,,,,,,,,,,,,
"Sep 24, 2006",Common Grounds,Swinging Doors,,,,,,,,,,,,,,,,,
"Sep 25, 2006",1982,Whole Wheat Bread,Killah Priest (Wu Tang Clan),Supervillains,shortfuse,,,,,,,,,,,,,,
"Sep 25, 2006",Common Grounds,Karaoke,,,,,,,,,,,,,,,,,
"Sep 25, 2006",The Shamrock,Jared Whitham Show,,,,,,,,,,,,,,,,,
"Sep 26, 2006",1982,Building Rockets,The Norsemen,,,,,,,,,,,,,,,,
"Sep 26, 2006",Backstage Lounge,Karaoke w/10,000 songs,,,,,,,,,,,,,,,,
"Sep 26, 2006",Common Grounds,Rosehill Drive,Gosling,,,,,,,,,,,,,,,,
"Sep 26, 2006",The Venue,Rusted Root,Trevor Hall,,,,,,,,,,,,,,,,
"Sep 27, 2006",1982,MEISA Benefit,bands tba,,,,,,,,,,,,,,,,
"Sep 27, 2006",Club Red,Mama Trish,,,,,,,,,,,,,,,,,
"Sep 27, 2006",Common Grounds,Bass For Your Face wth DJ Ale,,,,,,,,,,,,,,,,,
"Sep 27, 2006",Market Street Pub,Whiskey Binge McKinney,Unit Six,Crash Pad,,,,,,,,,,,,,,,
"Sep 27, 2006",Orange and Brew,Marce,,,,,,,,,,,,,,,,,
"Sep 27, 2006",The Side Bar,MindRise,Westbound Train,Funkatron,,,,,,,,,,,,,,,
"Sep 27, 2006",VooDoo Lounge,Trio de Janeiro,,,,,,,,,,,,,,,,,
"Sep 28, 2006",1982,Giving Chase,Thru It All,Wrister,The Ups,Proval,The Night Train Murders,,,,,,,,,,,,
"Sep 28, 2006",Backstage Lounge,Moss Bluff,Orphans Of Aliens,Currents,Before The Fallen,,,,,,,,,,,,,,
"Sep 28, 2006",Club Red,Klarc Shepard,Dedalus,,,,,,,,,,,,,,,,
"Sep 28, 2006",Common Grounds,Corey Smith,Sam Thacker,,,,,,,,,,,,,,,,
"Sep 28, 2006",The Shamrock,iOh No! and the Tiger Pit,The Factor,,,,,,,,,,,,,,,,
"Sep 29, 2006",1982,Javelin Jackson,Gadwell Lane,Luke Stephens,Handgun Honeybun,,,,,,,,,,,,,,
"Sep 29, 2006",Atlantic,Doug Stanhope,By The Horns,,,,,,,,,,,,,,,,
"Sep 29, 2006",Backstage Lounge,SoulFound,,The Rockaway Fumes,,,,,,,,,,,,,,,
"Sep 29, 2006",Common Grounds,Grow Radio Launch Party,Holopaw,Duppies,Morningbell,Fiya,,,,,,,,,,,,,
"Sep 29, 2006",Downtown Plaza,Buchholz Music Night,,,,,,,,,,,,,,,,,
"Sep 29, 2006",Lillian's Music Store,Flying Gypsies Band,,,,,,,,,,,,,,,,,
"Sep 29, 2006",The Pontiac Tavern,Trio de Janeiro,,,,,,,,,,,,,,,,,
"Sep 29, 2006",The Side Bar,The Legendary JC's,Ghetto Bird,,,,,,,,,,,,,,,,
"Sep 30, 2006",1982,Borealis,A Death Card Dealt,The Ups,Along the Sidelines,Dedalus,Battle!,,,,,,,,,,,,
"Sep 30, 2006",Atlantic,Killer Robots!,Baby Dracula,Jared Whitham Show,,,,,,,,,,,,,,,
"Sep 30, 2006",Backstage Lounge,Moms Attic,Dave Hegwood on accoustic,,,,,,,,,,,,,,,,
"Sep 30, 2006",Common Grounds,papercranes,The Young Professionals,Crush Your Cupcake,,,,,,,,,,,,,,,
"Sep 30, 2006",Lillian's Music Store,Flying Gypsies Band,,,,,,,,,,,,,,,,,
"Sep 30, 2006",The Side Bar,The Hold,Fick,the untimely death of...,,,,,,,,,,,,,,,
"Oct 1, 2006",1982,Pistolita,Anderson Explains,A Look To Kill,Of Empires,Beginnings End,Naked Love,,,,,,,,,,,,
"Oct 1, 2006",Backstage Lounge,Empty Fifth's open mike 7 pm,Horseshoes at 2 pm Libra party,,,,,,,,,,,,,,,,
"Oct 1, 2006",Club Red,Fatbelly Blues Band,,,,,,,,,,,,,,,,,
"Oct 1, 2006",Common Grounds,Dan Bern,Luke Doucet,Early Show Doors at 6,,,,,,,,,,,,,,,
"Oct 2, 2006",Ark Warehouse,Laserhead,Young Livers,Dead Friends,Nervous Dogs,,,,,,,,,,,,,,
"Oct 2, 2006",Common Grounds,Karaoke,,,,,,,,,,,,,,,,,
"Oct 3, 2006",Atlantic,The Horror,No More,Whiskey Binge McKinney,The Monistats,,,,,,,,,,,,,,
"Oct 3, 2006",Backstage Lounge,Karakoe,,,,,,,,,,,,,,,,,
"Oct 4, 2006",Market Street Pub,Mercy,Officer Flossie,The Pull Out,,,,,,,,,,,,,,,
"Oct 4, 2006",The Side Bar,Empty Fifth,Straight Dope Cherry,Michael Claytor,Stevie D and The No Shows,,,,,,,,,,,,,,
"Oct 5, 2006",1982,Southcott,The Dauntless,The Twilight Collective,Spinnaker,,,,,,,,,,,,,,
"Oct 5, 2006",Backstage Lounge,The Fling,Amnesty,Out of Season,,,,,,,,,,,,,,,
"Oct 5, 2006",Common Grounds,XIU XIU,Congs for Brums,BARR,,,,,,,,,,,,,,,
"Oct 5, 2006",The Side Bar,Fusebox Funk,,,,,,,,,,,,,,,,,
"Oct 6, 2006",1982,Unit Six,Bad Average,The Frakas,,,,,,,,,,,,,,,
"Oct 6, 2006",Atlantic,Velveteen Pink,Collective Efforts,Currents,,,,,,,,,,,,,,,
"Oct 6, 2006",Backstage Lounge,The Touch Tones,Luke Stevens,Double 0 Negative,Southcott,,,,,,,,,,,,,,
"Oct 6, 2006",Common Grounds,The Tossers,Siderunners,The Horror,,,,,,,,,,,,,,,
"Oct 6, 2006",Downtown Plaza,Gosia and Ali,,,,,,,,,,,,,,,,,
"Oct 6, 2006",JR's Lounge,Crooked Counsel,,,,,,,,,,,,,,,,,
"Oct 6, 2006",The Side Bar,Duppies,Edan Archer,DJ Hiebel,,,,,,,,,,,,,,,
"Oct 7, 2006",1982,Ceasar & Godseeker,Night Train Murders,Code 4-15,Skavengers,Hooray Beer,,,,,,,,,,,,,
"Oct 7, 2006",Atlantic,The Spam Allstars,,,,,,,,,,,,,,,,,
"Oct 7, 2006",Backstage Lounge,Dolt,Driving The Fall,Gettin Deep,Brian Hamilton,,,,,,,,,,,,,,
"Oct 7, 2006",Common Grounds,TBA,,,,,,,,,,,,,,,,,
"Oct 7, 2006",JR's Lounge,Crooked Counsel,,,,,,,,,,,,,,,,,
"Oct 7, 2006",The Side Bar,Blacksnake,New School Dropouts,John McMillan Band,,,,,,,,,,,,,,,
"Oct 8, 2006",1982,impromedy,,,,,,,,,,,,,,,,,
"Oct 8, 2006",Backstage Lounge,Empty Fitfh's open mike night,,,,,,,,,,,,,,,,,
"Oct 8, 2006",Club Red,Gary Primich,,,,,,,,,,,,,,,,,
"Oct 9, 2006",1982,De Soto,Don't Die Cindy,Anderson Explains,tba,,,,,,,,,,,,,,
"Oct 9, 2006",Common Grounds,Karaoke,,,,,,,,,,,,,,,,,
"Oct 9, 2006",The Shamrock,r_garcia,,,,,,,,,,,,,,,,,
"Oct 9, 2006",Tim and Terry's,DJ B.O,,,,,,,,,,,,,,,,,
"Oct 10, 2006",1982,dj Fugly G,,,,,,,,,,,,,,,,,
"Oct 10, 2006",Atlantic,Giuseppe,Averqoui,Liquid Limbs,,,,,,,,,,,,,,,
"Oct 10, 2006",Backstage Lounge,Karaoke,,,,,,,,,,,,,,,,,
"Oct 10, 2006",Club Red,Terrorfakt,Tonikom,,,,,,,,,,,,,,,,
"Oct 11, 2006",1982,flaming tsunamis,call for fire,shortfuse,Sense Offenders,,,,,,,,,,,,,,
"Oct 11, 2006",Club Red,John Frank,,,,,,,,,,,,,,,,,
"Oct 11, 2006",Common Grounds,Alias & Tarsier,Astronautalis,Electric President,On The Porch: Bass For Your Face,,,,,,,,,,,,,,
"Oct 11, 2006",Market Street Pub,Battle!,JAWsome,One Breath Remains,,,,,,,,,,,,,,,
"Oct 11, 2006",The Side Bar,Building Rockets,Hospitals on the moon,The Suave Promise,quigley & the st.pete players,,,,,,,,,,,,,,
"Oct 12, 2006",Backstage Lounge,Rancor Emblem,Lunar Red,Lepra Negra,,,,,,,,,,,,,,,
"Oct 12, 2006",Common Grounds,Silent Films,Loud Music,Ceramic Cats,Monitor,with members of CYNE,Beat Buttons & Fiya,plus Special Guests,,,,,,,,,,,
"Oct 13, 2006",1982,Ten 13 Concept,Select Start,Long Shot,,,,,,,,,,,,,,,
"Oct 13, 2006",Abbey Road,Colourslide,Big 10 - 4,Obsession Day,Woodale,,,,,,,,,,,,,,
"Oct 13, 2006",Backstage Lounge,Stryke,Mistaken,Lennex w/Phil Richie,,,,,,,,,,,,,,,
"Oct 13, 2006",Civic Media Center,Gville Liberation Orchestra,Cara del Gato,Binary Forest Faux Pas,,,,,,,,,,,,,,,
"Oct 13, 2006",Common Grounds,Girl Talk,,The Ettes,,,,,,,,,,,,,,,
"Oct 13, 2006",Downtown Plaza,Barry Sides,,,,,,,,,,,,,,,,,
"Oct 13, 2006",Emeralds,Flying Gypsies Band,,,,,,,,,,,,,,,,,
"Oct 13, 2006",The Shamrock,FolkJam99,,,,,,,,,,,,,,,,,
"Oct 13, 2006",The Side Bar,Voice of the People,Joe Beats (Sage Francis),Blak Lungz (One Drop),Dedalus,Science Non Fiction,,,,,,,,,,,,,
"Oct 13, 2006",Tim and Terry's,Spencer Garn Organ Trio,,,,,,,,,,,,,,,,,
"Oct 13, 2006",UF - School of Music,UnBalanced Connection 37: Fusion Reaction,Matthew McCabe,Sa Woo Lee,Ted Todoroff,Ty Flowers,Jeremy Hill,Kalin Stanojev,The Viirus,Joo Won Park,On*tic,,,,,,,,
"Oct 14, 2006",1982,Adam's Out,The Hint,Anderson Explains,Ted,Man Down!,,,,,,,,,,,,,
"Oct 14, 2006",Atlantic,New Wave Blasphemy,Leftover Zombies,Religious As Fuck,Scum of the Earth,Two Days of Freedom,,,,,,,,,,,,,
"Oct 14, 2006",Backstage Lounge,Atomic Tangerine,Rosedale,The Pull Out,From The Ashes,,,,,,,,,,,,,,
"Oct 14, 2006",Common Grounds,Wolf Eyes,Auk Theater,John Wiese,,,,,,,,,,,,,,,
"Oct 14, 2006",Emeralds,Flying Gypsies Band,,,,,,,,,,,,,,,,,
"Oct 14, 2006",The Side Bar,MindRise,Mobella,Native Imports,,,,,,,,,,,,,,,
"Oct 14, 2006",Tim and Terry's,Nim Sum,Root Doctors,,,,,,,,,,,,,,,,
"Oct 15, 2006",Backstage Lounge,Empty Fifth's open mike night,,,,,,,,,,,,,,,,,
"Oct 15, 2006",Common Grounds,GainesvilleBands.com Anniversary Show!,The Factor,Crush Your Cupcake,Lyndon,Moe (Outside),Kat (Outside),Edan Archer,Waylon (outside),,,,,,,,,,
"Oct 15, 2006",Napolatanos,Crooked Counsel,,,,,,,,,,,,,,,,,
"Oct 16, 2006",1982,The Chariot,August Burns Red,Destroy the Runner,12 Gauge Valentine,Inhale / Exhale,,,,,,,,,,,,,
"Oct 16, 2006",Common Grounds,Karaoke,,,,,,,,,,,,,,,,,
"Oct 17, 2006",1982,DJ B.O,,,,,,,,,,,,,,,,,
"Oct 17, 2006",Atlantic,Billy Reese Peters,Savage Brewtality,Swedish Party Pranks,,,,,,,,,,,,,,,
"Oct 17, 2006",Backstage Lounge,Karakoe & $1.50 liquors,,,,,,,,,,,,,,,,,
"Oct 17, 2006",Common Grounds,Man Man,Morningbell,Keith Welsh,,,,,,,,,,,,,,,
"Oct 18, 2006",2nd St. Bakery,Gypsy Red,Joe Baldelli,Sheila Bishop,Visionaerialist,Chelsea & Mike Watson,Andy Cohen,Elise Duran,Wendi Dandridge,Frog,Kristi Short,Jared Whitham Show,,,,,,,
"Oct 18, 2006",Backstage Lounge,Straight Line Stitch,Lost In Progress,The Bank Robbers,,,,,,,,,,,,,,,
"Oct 18, 2006",Club Red,Rebecca Zapen,,,,,,,,,,,,,,,,,
"Oct 18, 2006",Common Grounds,Bass For Your Face with DJ Ale,,,,,,,,,,,,,,,,,
"Oct 18, 2006",Market Street Pub,Pitch Black Radio,Arm the Poor,Grabbag,,,,,,,,,,,,,,,
"Oct 18, 2006",The Side Bar,SwaziAid Benefit,Officer Flossie,The Ups,Along the Sidelines,The String Theory,,,,,,,,,,,,,
"Oct 19, 2006",1982,This Day and Age,Rookie of the Year,Rory,MASHLIN,,,,,,,,,,,,,,
"Oct 19, 2006",Backstage Lounge,Appetite for Destruction,A Perfect Circle tribute band,,,,,,,,,,,,,,,,
"Oct 19, 2006",Common Grounds,Holopaw,Swearing At Motorists,Funkiller,,,,,,,,,,,,,,,
"Oct 19, 2006",The Side Bar,Funks Inc,,,,,,,,,,,,,,,,,
"Oct 20, 2006",1982,Liquid Limbs,Giuseppe,Naked Love,la peche,,,,,,,,,,,,,,
"Oct 20, 2006",Backstage Lounge,The Vinyl,Confused Little Girl,Mama Trish,Sleeping Dogz,,,,,,,,,,,,,,
"Oct 20, 2006",Common Grounds,Sol.illaquists of Sound,Glue,X:144 & SPS,Prolyphic,,,,,,,,,,,,,,
"Oct 20, 2006",Downtown Plaza,Embros Greek orch,Parnassas dancers,,,,,,,,,,,,,,,,
"Oct 20, 2006",Fat Tuesdays,sublime tribute band,,,,,,,,,,,,,,,,,
"Oct 20, 2006",The Side Bar,The Most,Alphabet City,Barnacles,,,,,,,,,,,,,,,
"Oct 20, 2006",Tim and Terry's,Stevie D and The No Shows,Cara del Gato,Thunder Over Water,The Whiskey Dicks,TIM,,,,,,,,,,,,,
"Oct 20, 2006",Wayward Council,Johnny Hobo and the Freight Trains,Rio de la Muerte,The Folkadots,Indian Burial Ground,These Words in Black and White,,,,,,,,,,,,,
"Oct 21, 2006",1982,The Defiant,Handgun Honeybun,red is recovrey,,,,,,,,,,,,,,,
"Oct 21, 2006",Atlantic,Leslie,Towers of Hanoi,,,,,,,,,,,,,,,,
"Oct 21, 2006",Backstage Lounge,Funks Inc,Voice of the People,Stumpp,,,,,,,,,,,,,,,
"Oct 21, 2006",Common Grounds,Jedi Mind Tricks,R.A. The Rugged Man,Outerspace,,,,,,,,,,,,,,,
"Oct 21, 2006",The Side Bar,Morningbell plays Talking Heads,Inuit Jargon,Umoja Orchestra,,,,,,,,,,,,,,,
"Oct 21, 2006",UF - BandShell,Stringcheese Incident,,,,,,,,,,,,,,,,,
"Oct 22, 2006",1982,*CANCELLED*,Backline Grind,Crooked edge,Maverick,,,,,,,,,,,,,,
"Oct 22, 2006",Backstage Lounge,Empty Fifth's open mike 7 pm,,,,,,,,,,,,,,,,,
"Oct 22, 2006",The Side Bar,Red Elvises,The Ones to Blame,Chicken L�v,,,,,,,,,,,,,,,
"Oct 23, 2006",Common Grounds,Teddy Geiger,William Tell,Colourslide,,,,,,,,,,,,,,,
"Oct 23, 2006",The Shamrock,Ironing,Hal McGee (1st show in 19 years!),MicrowaveWindows,,,,,,,,,,,,,,,
"Oct 24, 2006",1982,The Pull Out,The Sevilles,Out of Season,,,,,,,,,,,,,,,
"Oct 24, 2006",Backstage Lounge,Karaoke FREE,,,,,,,,,,,,,,,,,
"Oct 25, 2006",1982,Luke Stephens Band,Crash Pad,,,,,,,,,,,,,,,,
"Oct 25, 2006",Backstage Lounge,Farewell Flight,Thunder Over Water,The Tide,Subject To Change,,,,,,,,,,,,,,
"Oct 25, 2006",Club Red,Nathan Holley,,,,,,,,,,,,,,,,,
"Oct 25, 2006",Common Grounds,Tapes 'n Tapes,Annuals,Squeaky,,,,,,,,,,,,,,,
"Oct 25, 2006",Market Street Pub,Brooksides,Along the Sidelines,Broadway,More Than Me,,,,,,,,,,,,,,
"Oct 25, 2006",The Side Bar,The Grenadines,The Northernness,Peasant,Spinnaker,,,,,,,,,,,,,,
"Oct 26, 2006",1982,The Love Drags,Anderson Explains,Kevin Laurence,Missing Picket,,,,,,,,,,,,,,
"Oct 26, 2006",Backstage Lounge,The Rockaway Fumes,Odd Man Out,Dead End Kids,,,,,,,,,,,,,,,
"Oct 26, 2006",Common Grounds,The Slackers,DJ Boss Harmony,,,,,,,,,,,,,,,,
"Oct 26, 2006",Emeralds,Marking Time,,,,,,,,,,,,,,,,,
"Oct 26, 2006",The Shamrock,iOh No! and the Tiger Pit,Oh Sanders,,,,,,,,,,,,,,,,
"Oct 26, 2006",The Side Bar,Five Star Iris,,,,,,,,,,,,,,,,,
"Oct 26, 2006",Wayward Council,Fiya,Latterman,Tiny Hawks,TBA,,,,,,,,,,,,,,
"Oct 27, 2006",1982,The Fest V,Swedish Party Pranks,The Cold Ones,Vagina Sore Jr,Noah's Apathy,Laserhead,Sir Prize Fighter,Ninja Gun,Towers of Hanoi,,,,,,,,,
"Oct 27, 2006",Abbey Road,Fest V,Dear and Glorious Physician,Rescue,thunderbirds are now,the Velvet Teen,POS,Minus the bear,,,,,,,,,,,
"Oct 27, 2006",Atlantic,The Fest V,Escape Grace,Die Hoffnung,Ultra Dolphins,Brian Worms,Russian Circles,Gospel,Liquid Limbs,,,,,,,,,,
"Oct 27, 2006",Backstage Lounge,Erode,Breach Of Peace,Bottom Feeder,Hanging Tree,,,,,,,,,,,,,,
"Oct 27, 2006",Bar One,The Fest V,the North Atlantic,Mustang and Madness,Bullet Train to Vegas,Jena berlin,Tubers,Guiltmaker,Worn in Red,Guiseppe,,,,,,,,,
"Oct 27, 2006",Club Red,Electronic SubSouth @ The Fest V (Doors @ 7:00pm),Bunnay,Chiisai-Oto,Johan Ess,Koabra,Sephiroth Chorus,Sidecar Racer,The Viirus,,,,,,,,,,
"Oct 27, 2006",Common Grounds,The Fest V,The Lawrence Arms,Smoke or Fire,Savage Brewtality,North Lincoln,Latterman,You Me & The Atom Bomb,New Bruises,,,,,,,,,,
"Oct 27, 2006",Downtown Plaza,Gram Parsons tribute,,,,,,,,,,,,,,,,,
"Oct 27, 2006",The Side Bar,The Fest V,The Arrivals,Ringers,Modern Machines,Underground Railroad,Shark Pants,Off with their Heads,Bossy,The Copyrights,,,,,,,,,
"Oct 28, 2006",1982,The Fest V,(Early Show; 12:30pm Drs) Safety,The Monistats,No More,No Trigger,The Revenge,Against All Authority,The Know How,(Late Show; 8pm Drs) Oh No and the Tiger Pit,Alphabet City,The Untimely Death Of...,Morningbell,Currents,Cyne,Velveteen Pink,,,
"Oct 28, 2006",Abbey Road,The Fest V,Dillinger Four,The Bomb,Radon,The Fleshies,,,,,,,,,,,,,
"Oct 28, 2006",Atlantic,The Fest V,Ampere,Sinaloa,Das Oath,The Lovekill,Glass & Ashes,The Fucking Wrath,Planes Mistaken For Stars,*break*,VCR,Hot Cross,Haram,Forensics,Coliseum,Tiny Hawks,Fiya,Young Livers,
"Oct 28, 2006",Backstage Lounge,Porcelian Black,Gettin Deep,S.A.R.,Irrational,,,,,,,,,,,,,,
"Oct 28, 2006",Bar One,The Fest V,Barn Burning,Fin Fang Foom,Cinemechanica,the Keyons,Building the State,Averqiou,,,,,,,,,,,
"Oct 28, 2006",Club Red,The Fest V,By The Horns,Kylesa,Black Tusk,Religious As Fuc,New Wave Blasphemy,Maruta,Carier,Luca Brasi,Battle!,Scum of the Earth,Mouthbreather,Thee Kvlt Ov (((Ouroboros,Ceasar & Godseeker,,,,
"Oct 28, 2006",Common Grounds,The Fest V,Evening Show (Doors at 6:30),Toys That Kill,Grabass Charlestons,This Bike is a Pipebomb,This Is My Fist,Armalite,Pink Razors,The Ergs,Love Songs,Afternoon Show & BBQ (Doors at Noon),High Voltage,Valient Thorr,ASG,Thunderlip,The Hold,Blacksnake,Frozen Cobra
